"id","valid_id","sname","sauthor","tname","tauthor","resource_id","resname","datecollected","latitude","longitude","lifestage","basisofrecord","datelastcached","dateprecision","datelastmodified","depth","depthprecision","temperature","salinity","nitrate","oxygen","phosphate","silicate"
7911334,501083,"Pterois volitans","(Linnaeus, 1758)","Pterois volitans","(Linnaeus, 1758)",721,"Fishbase occurrences hosted by GBIF-Sweden","",22.4799995422363,120.459999084473,"A; ","S",2009-03-16 00:00:00,"","2008-11-19T15:48:03:48:03Z",,,,,,,,
7529617,501083,"Pterois volitans","(Linnaeus, 1758)","Pterois volitans","(Linnaeus, 1758)",721,"Fishbase occurrences hosted by GBIF-Sweden","",7.25305604934692,144.450271606445,"","S",2009-03-16 00:00:00,"","2008-11-19T15:48:03:48:03Z",,,,,,,,
5618807,501083,"Pterois volitans","(Linnaeus, 1758)","Pterois volitans","(Linnaeus, 1758)",721,"Fishbase occurrences hosted by GBIF-Sweden","",-23.3333339691162,43.5,"","S",2009-03-16 00:00:00,"","2002-05-27T18:14:53:14:53Z",,,,,,,,
8597777,501083,"Pterois volitans","(Linnaeus, 1758)","Pterois volitans","(Linnaeus, 1758)",721,"Fishbase occurrences hosted by GBIF-Sweden","",-33,27.8999996185303,"","S",2009-03-16 00:00:00,"","2002-05-27T18:14:53:14:53Z",,,,,,,,
4344434,501083,"Pterois volitans","(Linnaeus, 1758)","Pterois volitans","(Linnaeus, 1758)",721,"Fishbase occurrences hosted by GBIF-Sweden","",-15.75,145.699996948242,"","S",2009-03-16 00:00:00,"","2002-02-28T00:00:00:00:00Z",,,,,,,,
4243234,501083,"Pterois volitans","(Linnaeus, 1758)","Pterois volitans","(Linnaeus, 1758)",721,"Fishbase occurrences hosted by GBIF-Sweden","",7.25055599212646,144.449996948242,"","S",2009-03-16 00:00:00,"","2008-11-19T15:48:03:48:03Z",,,,,,,,
1217119,501083,"Pterois volitans","(Linnaeus, 1758)","Pterois volitans","(Linnaeus, 1758)",721,"Fishbase occurrences hosted by GBIF-Sweden","",21.9799995422363,120.709999084473,"A; ","S",2009-03-16 00:00:00,"","2008-11-19T15:48:03:48:03Z",,,,,,,,
16008730,501083,"Pterois volitans","","Pterois volitans","(Linnaeus, 1758)",2434,"Nonindigenous Aquatic Species (NAS) Database","2010-07-02",26.2191600799561,-80.0662536621094,"","O",,"182 days 12:00:00","2011-03-03T00:00:00Z",,,,,,,,
16008709,501083,"Pterois volitans","","Pterois volitans","(Linnaeus, 1758)",2434,"Nonindigenous Aquatic Species (NAS) Database","2010-07-02",25.0520305633545,-80.3322525024414,"","O",,"182 days 12:00:00","2011-03-03T00:00:00Z",,,,,,,,
16008707,501083,"Pterois volitans","","Pterois volitans","(Linnaeus, 1758)",2434,"Nonindigenous Aquatic Species (NAS) Database","2009-07-02",25.0095996856689,-80.3744964599609,"","O",,"182 days 12:00:00","2011-03-03T00:00:00Z",,,,,,,,
16008705,501083,"Pterois volitans","","Pterois volitans","(Linnaeus, 1758)",2434,"Nonindigenous Aquatic Species (NAS) Database","2009-07-02",24.8875999450684,-80.5497970581055,"","O",,"182 days 12:00:00","2011-03-03T00:00:00Z",,,,,,,,
16008702,501083,"Pterois volitans","","Pterois volitans","(Linnaeus, 1758)",2434,"Nonindigenous Aquatic Species (NAS) Database","2009-07-02",18.361499786377,-67.2759017944336,"","O",,"182 days 12:00:00","2011-03-03T00:00:00Z",,,,,,,,
16008699,501083,"Pterois volitans","","Pterois volitans","(Linnaeus, 1758)",2434,"Nonindigenous Aquatic Species (NAS) Database","2009-07-02",25.2000007629395,-80.2166976928711,"","O",,"182 days 12:00:00","2011-03-03T00:00:00Z",,,,,,,,
16008686,501083,"Pterois volitans","","Pterois volitans","(Linnaeus, 1758)",2434,"Nonindigenous Aquatic Species (NAS) Database","2006-07-02",34,-76,"","O",,"182 days 12:00:00","2011-03-03T00:00:00Z",,,,,,,,
16008675,501083,"Pterois volitans","","Pterois volitans","(Linnaeus, 1758)",2434,"Nonindigenous Aquatic Species (NAS) Database","2009-07-02",25.8204174041748,-80.0844192504883,"","O",,"182 days 12:00:00","2011-03-03T00:00:00Z",,,,,,,,
16008408,501083,"Pterois volitans","","Pterois volitans","(Linnaeus, 1758)",2434,"Nonindigenous Aquatic Species (NAS) Database","2006-07-02",28.3374996185303,-80.2667007446289,"","O",,"182 days 12:00:00","2011-03-03T00:00:00Z",,,,,,,,
16008403,501083,"Pterois volitans","","Pterois volitans","(Linnaeus, 1758)",2434,"Nonindigenous Aquatic Species (NAS) Database","2009-07-02",26.3066997528076,-80.067497253418,"","O",,"182 days 12:00:00","2011-03-03T00:00:00Z",,,,,,,,
16008402,501083,"Pterois volitans","","Pterois volitans","(Linnaeus, 1758)",2434,"Nonindigenous Aquatic Species (NAS) Database","2010-07-02",24.6819705963135,-82.7745513916016,"","O",,"182 days 12:00:00","2011-03-03T00:00:00Z",,,,,,,,
16008265,501083,"Pterois volitans","","Pterois volitans","(Linnaeus, 1758)",2434,"Nonindigenous Aquatic Species (NAS) Database","2006-07-02",31.6266002655029,-79.9216003417969,"","O",,"182 days 12:00:00","2011-03-03T00:00:00Z",,,,,,,,
16008252,501083,"Pterois volitans","","Pterois volitans","(Linnaeus, 1758)",2434,"Nonindigenous Aquatic Species (NAS) Database","2010-07-02",24.845100402832,-80.7488021850586,"","O",,"182 days 12:00:00","2011-03-03T00:00:00Z",,,,,,,,
16008251,501083,"Pterois volitans","","Pterois volitans","(Linnaeus, 1758)",2434,"Nonindigenous Aquatic Species (NAS) Database","2010-07-02",24.8391990661621,-80.7735977172852,"","O",,"182 days 12:00:00","2011-03-03T00:00:00Z",,,,,,,,
16008250,501083,"Pterois volitans","","Pterois volitans","(Linnaeus, 1758)",2434,"Nonindigenous Aquatic Species (NAS) Database","2010-07-02",26.9458293914795,-80.0764999389648,"","O",,"182 days 12:00:00","2011-03-03T00:00:00Z",,,,,,,,
16008244,501083,"Pterois volitans","","Pterois volitans","(Linnaeus, 1758)",2434,"Nonindigenous Aquatic Species (NAS) Database","2010-07-02",26.7127494812012,-80.0153656005859,"","O",,"182 days 12:00:00","2011-03-03T00:00:00Z",,,,,,,,
16007843,501083,"Pterois volitans","","Pterois volitans","(Linnaeus, 1758)",2434,"Nonindigenous Aquatic Species (NAS) Database","2004-07-02",33.8954010009766,-76.9682006835938,"","O",,"183 days","2011-03-03T00:00:00Z",,,,,,,,
16006985,501083,"Pterois volitans","","Pterois volitans","(Linnaeus, 1758)",2434,"Nonindigenous Aquatic Species (NAS) Database","2010-07-02",24.596170425415,-81.461799621582,"","O",,"182 days 12:00:00","2011-03-03T00:00:00Z",,,,,,,,
16007142,501083,"Pterois volitans","","Pterois volitans","(Linnaeus, 1758)",2434,"Nonindigenous Aquatic Species (NAS) Database","2010-07-02",17.6442565917969,-64.9143295288086,"","O",,"182 days 12:00:00","2011-03-03T00:00:00Z",,,,,,,,
16006677,501083,"Pterois volitans","","Pterois volitans","(Linnaeus, 1758)",2434,"Nonindigenous Aquatic Species (NAS) Database","2010-07-02",24.6564826965332,-81.0098037719727,"","O",,"182 days 12:00:00","2011-03-03T00:00:00Z",,,,,,,,
16004913,501083,"Pterois volitans","","Pterois volitans","(Linnaeus, 1758)",2434,"Nonindigenous Aquatic Species (NAS) Database","2006-07-02",34.2461013793945,-76.5907974243164,"","O",,"182 days 12:00:00","2011-03-03T00:00:00Z",,,,,,,,
16004912,501083,"Pterois volitans","","Pterois volitans","(Linnaeus, 1758)",2434,"Nonindigenous Aquatic Species (NAS) Database","2010-07-02",25.1459999084473,-80.2558364868164,"","O",,"182 days 12:00:00","2011-03-03T00:00:00Z",,,,,,,,
16004910,501083,"Pterois volitans","","Pterois volitans","(Linnaeus, 1758)",2434,"Nonindigenous Aquatic Species (NAS) Database","2010-07-02",24.8166542053223,-80.8289947509766,"","O",,"182 days 12:00:00","2011-03-03T00:00:00Z",,,,,,,,
1540390,501083,"Pterois volitans","(Linnaeus, 1758)","Pterois volitans","(Linnaeus, 1758)",721,"Fishbase occurrences hosted by GBIF-Sweden","",21.9599990844727,120.76000213623,"A; ","S",2009-03-16 00:00:00,"","2008-11-19T15:48:03:48:03Z",,,,,,,,
159681,501083,"Pterois volitans","(Linnaeus, 1758)","Pterois volitans","(Linnaeus, 1758)",721,"Fishbase occurrences hosted by GBIF-Sweden","",-3.83333325386047,128.16667175293,"","S",2009-03-16 00:00:00,"","2002-05-27T18:14:53:14:53Z",,,,,,,,
10736596,501083,"Pterois volitans","(Linnaeus, 1758)","Pterois volitans","(Linnaeus, 1758)",721,"Fishbase occurrences hosted by GBIF-Sweden","",15,122.5,"","S",2009-03-16 00:00:00,"","2002-05-27T18:14:53:14:53Z",,,,,,,,
10353247,501083,"Pterois volitans","(Linnaeus, 1758)","Pterois volitans","(Linnaeus, 1758)",721,"Fishbase occurrences hosted by GBIF-Sweden","",15,122.5,"","S",2009-03-16 00:00:00,"","2002-05-27T18:14:53:14:53Z",,,,,,,,
712410,501083,"Pterois volitans","(Linnaeus, 1758)","Pterois volitans","(Linnaeus, 1758)",721,"Fishbase occurrences hosted by GBIF-Sweden","",22.4799995422363,120.459999084473,"A; ","S",2009-03-16 00:00:00,"","2008-11-19T15:48:03:48:03Z",,,,,,,,
1944250,501083,"Pterois volitans","(Linnaeus, 1758)","Pterois volitans","(Linnaeus, 1758)",721,"Fishbase occurrences hosted by GBIF-Sweden","",-18.163932800293,178.400329589844,"","S",2009-03-16 00:00:00,"","2008-11-19T15:48:03:48:03Z",8.0825,2.2875,,,,,,
5458031,501083,"Pterois volitans","(Linnaeus, 1758)","Pterois volitans","(Linnaeus, 1758)",721,"Fishbase occurrences hosted by GBIF-Sweden","",22.4400005340576,120.470001220703,"A; ","S",2009-03-16 00:00:00,"","2008-11-19T15:48:03:48:03Z",,,,,,,,
6023683,501083,"Pterois volitans","(Linnaeus, 1758)","Pterois volitans","(Linnaeus, 1758)",721,"Fishbase occurrences hosted by GBIF-Sweden","",-18.1394443511963,178.385559082031,"","S",2009-03-16 00:00:00,"","1991-08-09T00:00:00:00:00Z",2,0,,,,,,
3786646,501083,"Pterois volitans","(Linnaeus, 1758)","Pterois volitans","(Linnaeus, 1758)",721,"Fishbase occurrences hosted by GBIF-Sweden","",7.34333276748657,134.579437255859,"","S",2009-03-16 00:00:00,"","2008-11-19T15:48:03:48:03Z",,,,,,,,
16007215,501083,"Pterois volitans","","Pterois volitans","(Linnaeus, 1758)",2434,"Nonindigenous Aquatic Species (NAS) Database","2010-07-02",26.8089008331299,-80.0635986328125,"","O",,"182 days 12:00:00","2011-03-03T00:00:00Z",,,,,,,,
16007535,501083,"Pterois volitans","","Pterois volitans","(Linnaeus, 1758)",2434,"Nonindigenous Aquatic Species (NAS) Database","2004-07-02",34.7653007507324,-75.7835006713867,"","O",,"183 days","2011-03-03T00:00:00Z",,,,,,,,
16007536,501083,"Pterois volitans","","Pterois volitans","(Linnaeus, 1758)",2434,"Nonindigenous Aquatic Species (NAS) Database","2005-07-02",35.7748985290527,-75.5354461669922,"","O",,"182 days 12:00:00","2011-03-03T00:00:00Z",,,,,,,,
16008215,501083,"Pterois volitans","","Pterois volitans","(Linnaeus, 1758)",2434,"Nonindigenous Aquatic Species (NAS) Database","2010-07-02",18.3628997802734,-64.744499206543,"","O",,"182 days 12:00:00","2011-03-03T00:00:00Z",,,,,,,,
16008418,501083,"Pterois volitans","","Pterois volitans","(Linnaeus, 1758)",2434,"Nonindigenous Aquatic Species (NAS) Database","2004-07-02",33.875,-77.8332977294922,"","O",,"183 days","2011-03-03T00:00:00Z",,,,,,,,
16008420,501083,"Pterois volitans","","Pterois volitans","(Linnaeus, 1758)",2434,"Nonindigenous Aquatic Species (NAS) Database","2002-07-02",30.5100002288818,-81.4400024414062,"","O",,"182 days 12:00:00","2011-03-03T00:00:00Z",,,,,,,,
16008726,501083,"Pterois volitans","","Pterois volitans","(Linnaeus, 1758)",2434,"Nonindigenous Aquatic Species (NAS) Database","2009-07-02",26.9337005615234,-80.065299987793,"","O",,"182 days 12:00:00","2011-03-03T00:00:00Z",,,,,,,,
16008140,501083,"Pterois volitans","","Pterois volitans","(Linnaeus, 1758)",2434,"Nonindigenous Aquatic Species (NAS) Database","2010-07-02",26.7712841033936,-80.043815612793,"","O",,"182 days 12:00:00","2011-03-03T00:00:00Z",,,,,,,,
16008189,501083,"Pterois volitans","","Pterois volitans","(Linnaeus, 1758)",2434,"Nonindigenous Aquatic Species (NAS) Database","2010-07-02",24.4547996520996,-81.8570175170898,"","O",,"182 days 12:00:00","2011-03-03T00:00:00Z",,,,,,,,
16008191,501083,"Pterois volitans","","Pterois volitans","(Linnaeus, 1758)",2434,"Nonindigenous Aquatic Species (NAS) Database","2003-07-02",32.060001373291,-79.253303527832,"","O",,"182 days 12:00:00","2011-03-03T00:00:00Z",,,,,,,,
16008192,501083,"Pterois volitans","","Pterois volitans","(Linnaeus, 1758)",2434,"Nonindigenous Aquatic Species (NAS) Database","2002-07-02",33.4150009155273,-77.0783004760742,"","O",,"182 days 12:00:00","2011-03-03T00:00:00Z",,,,,,,,
16008517,501083,"Pterois volitans","","Pterois volitans","(Linnaeus, 1758)",2434,"Nonindigenous Aquatic Species (NAS) Database","2009-07-02",24.7064094543457,-80.8015594482422,"","O",,"182 days 12:00:00","2011-03-03T00:00:00Z",,,,,,,,
16008521,501083,"Pterois volitans","","Pterois volitans","(Linnaeus, 1758)",2434,"Nonindigenous Aquatic Species (NAS) Database","2010-07-02",28.9479999542236,-89.7058334350586,"","O",,"182 days 12:00:00","2011-03-03T00:00:00Z",,,,,,,,
16008045,501083,"Pterois volitans","","Pterois volitans","(Linnaeus, 1758)",2434,"Nonindigenous Aquatic Species (NAS) Database","2010-07-02",24.5446166992188,-81.8036651611328,"","O",,"182 days 12:00:00","2011-03-03T00:00:00Z",,,,,,,,
16008089,501083,"Pterois volitans","","Pterois volitans","(Linnaeus, 1758)",2434,"Nonindigenous Aquatic Species (NAS) Database","2010-07-02",24.9951667785645,-80.3795013427734,"","O",,"182 days 12:00:00","2011-03-03T00:00:00Z",,,,,,,,
16007775,501083,"Pterois volitans","","Pterois volitans","(Linnaeus, 1758)",2434,"Nonindigenous Aquatic Species (NAS) Database","2010-07-02",26.5602779388428,-80.0365982055664,"","O",,"182 days 12:00:00","2011-03-03T00:00:00Z",,,,,,,,
16007777,501083,"Pterois volitans","","Pterois volitans","(Linnaeus, 1758)",2434,"Nonindigenous Aquatic Species (NAS) Database","2009-07-02",26.9015007019043,-80.0554962158203,"","O",,"182 days 12:00:00","2011-03-03T00:00:00Z",,,,,,,,
16008237,501083,"Pterois volitans","","Pterois volitans","(Linnaeus, 1758)",2434,"Nonindigenous Aquatic Species (NAS) Database","2009-07-02",30.4634990692139,-80.9328994750977,"","O",,"182 days 12:00:00","2011-03-03T00:00:00Z",,,,,,,,
16008482,501083,"Pterois volitans","","Pterois volitans","(Linnaeus, 1758)",2434,"Nonindigenous Aquatic Species (NAS) Database","2010-07-02",17.9761219024658,-66.6228103637695,"","O",,"182 days 12:00:00","2011-03-03T00:00:00Z",,,,,,,,
16002165,501083,"Pterois volitans","","Pterois volitans","(Linnaeus, 1758)",2434,"Nonindigenous Aquatic Species (NAS) Database","2009-07-02",20.4025592803955,-87.0199584960938,"","O",,"182 days 12:00:00","2011-03-03T00:00:00Z",,,,,,,,
16002167,501083,"Pterois volitans","","Pterois volitans","(Linnaeus, 1758)",2434,"Nonindigenous Aquatic Species (NAS) Database","2010-07-02",19.7961006164551,-70.6746978759766,"","O",,"182 days 12:00:00","2011-03-03T00:00:00Z",,,,,,,,
16005347,501083,"Pterois volitans","","Pterois volitans","(Linnaeus, 1758)",2434,"Nonindigenous Aquatic Species (NAS) Database","2002-07-02",32.4117012023926,-78.9882965087891,"","O",,"182 days 12:00:00","2011-03-03T00:00:00Z",,,,,,,,
16008438,501083,"Pterois volitans","","Pterois volitans","(Linnaeus, 1758)",2434,"Nonindigenous Aquatic Species (NAS) Database","2010-07-02",24.4508323669434,-81.8778305053711,"","O",,"182 days 12:00:00","2011-03-03T00:00:00Z",,,,,,,,
16008557,501083,"Pterois volitans","","Pterois volitans","(Linnaeus, 1758)",2434,"Nonindigenous Aquatic Species (NAS) Database","2009-07-02",25.0526695251465,-80.3336715698242,"","O",,"182 days 12:00:00","2011-03-03T00:00:00Z",,,,,,,,
16008560,501083,"Pterois volitans","","Pterois volitans","(Linnaeus, 1758)",2434,"Nonindigenous Aquatic Species (NAS) Database","2009-07-02",24.7619495391846,-80.8466796875,"","O",,"182 days 12:00:00","2011-03-03T00:00:00Z",,,,,,,,
16001780,501083,"Pterois volitans","","Pterois volitans","(Linnaeus, 1758)",2434,"Nonindigenous Aquatic Species (NAS) Database","2007-07-02",26.4923000335693,-78.6911010742188,"","O",,"182 days 12:00:00","2011-03-03T00:00:00Z",,,,,,,,
16005160,501083,"Pterois volitans","","Pterois volitans","(Linnaeus, 1758)",2434,"Nonindigenous Aquatic Species (NAS) Database","2010-07-02",24.8005332946777,-80.9328536987305,"","O",,"182 days 12:00:00","2011-03-03T00:00:00Z",,,,,,,,
16004763,501083,"Pterois volitans","","Pterois volitans","(Linnaeus, 1758)",2434,"Nonindigenous Aquatic Species (NAS) Database","2010-07-02",25.5893993377686,-80.1605987548828,"","O",,"182 days 12:00:00","2011-03-03T00:00:00Z",,,,,,,,
16004726,501083,"Pterois volitans","","Pterois volitans","(Linnaeus, 1758)",2434,"Nonindigenous Aquatic Species (NAS) Database","2010-07-02",25.0188999176025,-80.3681030273438,"","O",,"182 days 12:00:00","2011-03-03T00:00:00Z",,,,,,,,
16001401,501083,"Pterois volitans","","Pterois volitans","(Linnaeus, 1758)",2434,"Nonindigenous Aquatic Species (NAS) Database","2009-07-02",12.5164003372192,-81.7325973510742,"","O",,"182 days 12:00:00","2011-03-03T00:00:00Z",,,,,,,,
16001402,501083,"Pterois volitans","","Pterois volitans","(Linnaeus, 1758)",2434,"Nonindigenous Aquatic Species (NAS) Database","2007-07-02",25.8045997619629,-79.2407989501953,"","O",,"182 days 12:00:00","2011-03-03T00:00:00Z",,,,,,,,
16001403,501083,"Pterois volitans","","Pterois volitans","(Linnaeus, 1758)",2434,"Nonindigenous Aquatic Species (NAS) Database","2008-07-02",26.5251998901367,-78.5842971801758,"","O",,"183 days","2011-03-03T00:00:00Z",,,,,,,,
16001407,501083,"Pterois volitans","","Pterois volitans","(Linnaeus, 1758)",2434,"Nonindigenous Aquatic Species (NAS) Database","2008-07-02",21.4903697967529,-71.5334014892578,"","O",,"183 days","2011-03-03T00:00:00Z",,,,,,,,
16001408,501083,"Pterois volitans","","Pterois volitans","(Linnaeus, 1758)",2434,"Nonindigenous Aquatic Species (NAS) Database","2008-07-02",18.4678993225098,-77.3884963989258,"","O",,"183 days","2011-03-03T00:00:00Z",,,,,,,,
16001409,501083,"Pterois volitans","","Pterois volitans","(Linnaeus, 1758)",2434,"Nonindigenous Aquatic Species (NAS) Database","2008-07-02",17.8848991394043,-76.6176986694336,"","O",,"183 days","2011-03-03T00:00:00Z",,,,,,,,
16002093,501083,"Pterois volitans","","Pterois volitans","(Linnaeus, 1758)",2434,"Nonindigenous Aquatic Species (NAS) Database","2009-07-02",20.6557998657227,-87.043701171875,"","O",,"182 days 12:00:00","2011-03-03T00:00:00Z",,,,,,,,
16002096,501083,"Pterois volitans","","Pterois volitans","(Linnaeus, 1758)",2434,"Nonindigenous Aquatic Species (NAS) Database","2010-07-02",22.0372009277344,-80.4283981323242,"","O",,"182 days 12:00:00","2011-03-03T00:00:00Z",,,,,,,,
16002101,501083,"Pterois volitans","","Pterois volitans","(Linnaeus, 1758)",2434,"Nonindigenous Aquatic Species (NAS) Database","2009-07-02",12.0651998519897,-68.2833023071289,"","O",,"182 days 12:00:00","2011-03-03T00:00:00Z",,,,,,,,
16002108,501083,"Pterois volitans","","Pterois volitans","(Linnaeus, 1758)",2434,"Nonindigenous Aquatic Species (NAS) Database","2009-07-02",9.74716758728027,-82.8204345703125,"","O",,"182 days 12:00:00","2011-03-03T00:00:00Z",,,,,,,,
16001350,501083,"Pterois volitans","","Pterois volitans","(Linnaeus, 1758)",2434,"Nonindigenous Aquatic Species (NAS) Database","2010-07-02",10.8163995742798,-66.0832977294922,"","O",,"182 days 12:00:00","2011-03-03T00:00:00Z",,,,,,,,
16001351,501083,"Pterois volitans","","Pterois volitans","(Linnaeus, 1758)",2434,"Nonindigenous Aquatic Species (NAS) Database","2010-07-02",10.8163995742798,-66.0832977294922,"","O",,"182 days 12:00:00","2011-03-03T00:00:00Z",,,,,,,,
16001150,501083,"Pterois volitans","","Pterois volitans","(Linnaeus, 1758)",2434,"Nonindigenous Aquatic Species (NAS) Database","2010-07-02",22.0372009277344,-80.4283981323242,"","O",,"182 days 12:00:00","2011-03-03T00:00:00Z",,,,,,,,
16001215,501083,"Pterois volitans","","Pterois volitans","(Linnaeus, 1758)",2434,"Nonindigenous Aquatic Species (NAS) Database","2005-07-02",32.2947998046875,-64.783203125,"","O",,"182 days 12:00:00","2011-03-03T00:00:00Z",,,,,,,,
16001231,501083,"Pterois volitans","","Pterois volitans","(Linnaeus, 1758)",2434,"Nonindigenous Aquatic Species (NAS) Database","2007-07-02",25.4004993438721,-77.8541030883789,"","O",,"182 days 12:00:00","2011-03-03T00:00:00Z",,,,,,,,
16001283,501083,"Pterois volitans","","Pterois volitans","(Linnaeus, 1758)",2434,"Nonindigenous Aquatic Species (NAS) Database","2009-07-02",9.3173999786377,-82.2154998779297,"","O",,"182 days 12:00:00","2011-03-03T00:00:00Z",,,,,,,,
16001738,501083,"Pterois volitans","","Pterois volitans","(Linnaeus, 1758)",2434,"Nonindigenous Aquatic Species (NAS) Database","2007-07-02",23.682300567627,-77.6520004272461,"","O",,"182 days 12:00:00","2011-03-03T00:00:00Z",,,,,,,,
16001790,501083,"Pterois volitans","","Pterois volitans","(Linnaeus, 1758)",2434,"Nonindigenous Aquatic Species (NAS) Database","2009-07-02",18.4209995269775,-69.4079971313477,"","O",,"182 days 12:00:00","2011-03-03T00:00:00Z",,,,,,,,
16001974,501083,"Pterois volitans","","Pterois volitans","(Linnaeus, 1758)",2434,"Nonindigenous Aquatic Species (NAS) Database","2011-02-01",21.1242160797119,-75.8743286132812,"","O",,"31 days","2011-03-03T00:00:00Z",,,,,,,,
16001684,501083,"Pterois volitans","","Pterois volitans","(Linnaeus, 1758)",2434,"Nonindigenous Aquatic Species (NAS) Database","2009-07-02",17.8190994262695,-71.6317977905273,"","O",,"182 days 12:00:00","2011-03-03T00:00:00Z",,,,,,,,
16001683,501083,"Pterois volitans","","Pterois volitans","(Linnaeus, 1758)",2434,"Nonindigenous Aquatic Species (NAS) Database","2006-07-02",25.4260997772217,-76.5990982055664,"","O",,"182 days 12:00:00","2011-03-03T00:00:00Z",,,,,,,,
16001629,501083,"Pterois volitans","","Pterois volitans","(Linnaeus, 1758)",2434,"Nonindigenous Aquatic Species (NAS) Database","2009-07-02",20.4733352661133,-87.000732421875,"","O",,"182 days 12:00:00","2011-03-03T00:00:00Z",,,,,,,,
16001627,501083,"Pterois volitans","","Pterois volitans","(Linnaeus, 1758)",2434,"Nonindigenous Aquatic Species (NAS) Database","2007-07-02",27,-78.61669921875,"","O",,"182 days 12:00:00","2011-03-03T00:00:00Z",,,,,,,,
16007824,501083,"Pterois volitans","","Pterois volitans","(Linnaeus, 1758)",2434,"Nonindigenous Aquatic Species (NAS) Database","2010-07-02",25.1464328765869,-80.2558975219727,"","O",,"182 days 12:00:00","2011-03-03T00:00:00Z",,,,,,,,
