"id","valid_id","sname","sauthor","tname","tauthor","resource_id","resname","datecollected","latitude","longitude","lifestage","basisofrecord","datelastcached","dateprecision","datelastmodified","depth","depthprecision","temperature","salinity","nitrate","oxygen","phosphate","silicate"
7271766,483005,"Orcinus orca","Linnaeus,1758","Orcinus orca","(Linnaeus, 1758)",14,"Seabirds of the Southern and South Indian Ocean","1992-11-05",-66.7600021362305,62.1500015258789,"","O",2008-12-03 00:00:00,"12:00:00","2003-01-01 0:00",,,,,,,,
8440872,483005,"Orcinus orca","Linnaeus,1758","Orcinus orca","(Linnaeus, 1758)",14,"Seabirds of the Southern and South Indian Ocean","1999-08-11",-66.4599990844727,146.279998779297,"","O",2008-12-03 00:00:00,"12:00:00","2007-05-18 0:00",,,,,,,,
1987933,483005,"Orcinus orca","Linnaeus,1758","Orcinus orca","(Linnaeus, 1758)",14,"Seabirds of the Southern and South Indian Ocean","1985-01-20",-66.379997253418,78.2099990844727,"","O",2008-12-03 00:00:00,"12:00:00","2007-05-18 0:00",,,,,,,,
7211150,483005,"Orcinus orca","Linnaeus,1758","Orcinus orca","(Linnaeus, 1758)",14,"Seabirds of the Southern and South Indian Ocean","1986-12-27",-66.0500030517578,139.380004882812,"","O",2008-12-03 00:00:00,"12:00:00","2003-01-01 0:00",,,,,,,,
5887648,483005,"Orcinus orca","Linnaeus,1758","Orcinus orca","(Linnaeus, 1758)",14,"Seabirds of the Southern and South Indian Ocean","2003-01-14",-65.9899978637695,77.9700012207031,"","O",2008-12-03 00:00:00,"12:00:00","2005-12-20 17:05:08",,,,,,,,
2311238,483005,"Orcinus orca","Linnaeus,1758","Orcinus orca","(Linnaeus, 1758)",14,"Seabirds of the Southern and South Indian Ocean","1977-11-15",-54.5800018310547,159.009994506836,"","O",2008-12-03 00:00:00,"12:00:00","2003-01-01 0:00",,,,,,,,
7154535,483005,"Orcinus orca","","Orcinus orca","(Linnaeus, 1758)",130,"iziko South African Museum - Marine Mammal Collection","",-34.2999992370605,18.4666996002197,"","",2006-07-07 00:00:00,"","2006-01-25",,,,,,,,
1708672,483005,"Orcinus orca","","Orcinus orca","(Linnaeus, 1758)",130,"iziko South African Museum - Marine Mammal Collection","1991-09-11",-33,17.86669921875,"","",2006-07-07 00:00:00,"12:00:00","2006-01-25",,,,,,,,
9411745,483005,"Orcinus orca","Linnaeus,1758","Orcinus orca","(Linnaeus, 1758)",14,"Seabirds of the Southern and South Indian Ocean","1986-12-11",-51.6300010681152,155.949996948242,"","O",2008-12-03 00:00:00,"12:00:00","2003-01-01 0:00",,,,,,,,
5257812,483005,"Orcinus orca","Linnaeus,1758","Orcinus orca","(Linnaeus, 1758)",567,"National Whale and Dolphin Sightings and Strandings Database","1980-12-28",-60,-65,"","O",2008-09-25 00:00:00,"12:00:00","2005-07-01 00:00:00",0,0,1.218,33.859,26.87,7.746,1.726,23.733
7833874,483005,"Orcinus orca","Linnaeus,1758","Orcinus orca","(Linnaeus, 1758)",567,"National Whale and Dolphin Sightings and Strandings Database","1989-06-03",-67.2666702270508,75.0666656494141,"","O",2008-09-25 00:00:00,"12:00:00","2005-07-01 00:00:00",0,0,-1.167,33.716,24.649,8.007,1.41,29.183
11487970,483005,"Orcinus orca","Linnaeus,1758","Orcinus orca","(Linnaeus, 1758)",567,"National Whale and Dolphin Sightings and Strandings Database","1980-12-12",-50.6666679382324,29.3666667938232,"","O",2008-09-25 00:00:00,"12:00:00","2005-07-01 00:00:00",0,0,3.189,33.948,20.164,7.317,1.675,18.208
6431194,483005,"Orcinus orca","Linnaeus,1758","Orcinus orca","(Linnaeus, 1758)",567,"National Whale and Dolphin Sightings and Strandings Database","1979-03-18",-35.1666679382324,119.199996948242,"","O",2008-09-25 00:00:00,"12:00:00","2005-07-01 00:00:00",0,0,17.659,35.661,0.157,5.34,0.109,2.224
10699955,483005,"Orcinus orca","Linnaeus,1758","Orcinus orca","(Linnaeus, 1758)",567,"National Whale and Dolphin Sightings and Strandings Database","1988-04-21",-22.8333339691162,167,"","O",2008-09-25 00:00:00,"12:00:00","2005-07-01 00:00:00",0,0,24.729,35.509,0.14,4.883,0.158,1.564
2556655,483005,"Orcinus orca","Linnaeus,1758","Orcinus orca","(Linnaeus, 1758)",150,"Cetacean Sightings Survey and Southern Ocean cetacean program","1996-03-23",-65.9810028076172,148.477203369141,"","",2006-09-20 00:00:00,"12:00:00","2006-09-04 00:02:41",0,0,-1.116,33.862,26.708,7.753,1.831,54.36
7576409,483005,"Orcinus orca","Linnaeus,1758","Orcinus orca","(Linnaeus, 1758)",150,"Cetacean Sightings Survey and Southern Ocean cetacean program","2002-02-09",-68.5599975585938,70.6100006103516,"","",2006-09-20 00:00:00,"12:00:00","2006-09-04 00:05:22",0,0,-1.511,33.864,24.175,7.846,1.189,30.111
8889392,483005,"Orcinus orca","Linnaeus,1758","Orcinus orca","(Linnaeus, 1758)",150,"Cetacean Sightings Survey and Southern Ocean cetacean program","1996-02-28",-65.6566467285156,120.231399536133,"","",2006-09-20 00:00:00,"12:00:00","2006-09-04 00:03:16",0,0,-1.227,33.914,27.109,7.823,1.718,61.883
8889444,483005,"Orcinus orca","Linnaeus,1758","Orcinus orca","(Linnaeus, 1758)",150,"Cetacean Sightings Survey and Southern Ocean cetacean program","1996-02-17",-65.2979965209961,109.673400878906,"","",2006-09-20 00:00:00,"12:00:00","2006-09-04 00:03:02",0,0,-1.67,33.866,27.643,8.094,1.704,66.028
10120483,483005,"Orcinus orca","Linnaeus,1758","Orcinus orca","(Linnaeus, 1758)",150,"Cetacean Sightings Survey and Southern Ocean cetacean program","2002-02-17",-69.1100006103516,74.8300018310547,"","",2006-09-20 00:00:00,"12:00:00","2006-09-04 00:02:44",0,0,,,,,,
10543877,483005,"Orcinus orca","Linnaeus,1758","Orcinus orca","(Linnaeus, 1758)",150,"Cetacean Sightings Survey and Southern Ocean cetacean program","1999-01-02",-67.2200012207031,65.4599990844727,"","",2006-09-20 00:00:00,"12:00:00","2006-09-04 00:04:11",0,0,,,,,,
11573537,483005,"Orcinus orca","Linnaeus,1758","Orcinus orca","(Linnaeus, 1758)",150,"Cetacean Sightings Survey and Southern Ocean cetacean program","1999-11-27",-54.5200004577637,158.949996948242,"","",2006-09-20 00:00:00,"12:00:00","2006-09-04 00:05:08",0,0,5.95,34.005,19.829,6.975,1.408,6.646
1062501,483005,"Orcinus orca","Linnaeus,1758","Orcinus orca","(Linnaeus, 1758)",150,"Cetacean Sightings Survey and Southern Ocean cetacean program","2001-01-26",-66.6589965820312,64.072998046875,"","",2006-09-20 00:00:00,"12:00:00","2006-09-04 00:03:22",0,0,-1.46,33.862,27.272,7.928,1.787,52.67
9268837,483005,"Orcinus orca","Linnaeus,1758","Orcinus orca","(Linnaeus, 1758)",599,"Whale Observations from the British, Australian and New Zealand Antarctic Research Expedition (BANZARE) voyages 1929-30 and 1930-31","1931-02-25",-60.9000015258789,74.6330032348633,"","O",2009-01-27 00:00:00,"12:00:00","2009-01-13 16:41:54",0,0,-0.279,33.82,27.666,7.91,1.804,33.35
5749407,483005,"Orcinus orca","Linnaeus,1758","Orcinus orca","(Linnaeus, 1758)",149,"Orca observations from the shores of Macquarie Island","1997-10-01",-54.5658874511719,158.933288574219,"","O",2006-09-15 00:00:00,"12:00:00","2006-07-10 11:38:47",0,0,5.95,34.005,19.829,6.975,1.408,6.646
1325062,483005,"Orcinus orca","Linnaeus,1758","Orcinus orca","(Linnaeus, 1758)",149,"Orca observations from the shores of Macquarie Island","1997-10-08",-54.5801658630371,158.942611694336,"","O",2006-09-15 00:00:00,"12:00:00","2006-07-10 11:38:47",0,0,5.95,34.005,19.829,6.975,1.408,6.646
7859455,483005,"Orcinus orca","Linnaeus,1758","Orcinus orca","(Linnaeus, 1758)",149,"Orca observations from the shores of Macquarie Island","1995-11-30",-54.503833770752,158.932861328125,"","O",2006-09-15 00:00:00,"12:00:00","2006-07-10 11:38:45",0,0,5.95,34.005,19.829,6.975,1.408,6.646
7939922,483005,"Orcinus orca","Linnaeus,1758","Orcinus orca","(Linnaeus, 1758)",149,"Orca observations from the shores of Macquarie Island","1995-11-13",-54.5009155273438,158.940399169922,"","O",2006-09-15 00:00:00,"12:00:00","2006-07-10 11:38:44",0,0,5.95,34.005,19.829,6.975,1.408,6.646
8040733,483005,"Orcinus orca","Linnaeus,1758","Orcinus orca","(Linnaeus, 1758)",149,"Orca observations from the shores of Macquarie Island","1997-11-18",-54.5658874511719,158.925567626953,"","O",2006-09-15 00:00:00,"12:00:00","2006-07-10 11:38:47",0,0,5.95,34.005,19.829,6.975,1.408,6.646
260188301,483005,"Orcinus orca","","Orcinus orca","(Linnaeus, 1758)",3117,"Norman and Florence Hammond records. Seawatch and coastal survey records","1970-01-01",54.8953010755739,-3.38008041475558,"","Occurrence",,"12:00:00","2013-08-01 15:29:47",,,,,,,,
260192874,483005,"Orcinus orca","","Orcinus orca","(Linnaeus, 1758)",3117,"Norman and Florence Hammond records. Seawatch and coastal survey records","1970-01-01",54.8864923292136,-3.36418753751093,"","Occurrence",,"12:00:00","2013-08-01 15:29:47",,,,,,,,
260187693,483005,"Orcinus orca","","Orcinus orca","(Linnaeus, 1758)",3117,"Norman and Florence Hammond records. Seawatch and coastal survey records","1970-01-01",54.7272184984184,-4.36840024963777,"","Occurrence",,"12:00:00","2013-08-01 15:29:47",,,,,,,,
260193777,483005,"Orcinus orca","","Orcinus orca","(Linnaeus, 1758)",3117,"Norman and Florence Hammond records. Seawatch and coastal survey records","1998-06-14",54.0701518383692,-4.82003345536906,"","Occurrence",,"12:00:00","2013-08-01 15:29:47",,,,,,,,
260187037,483005,"Orcinus orca","","Orcinus orca","(Linnaeus, 1758)",3117,"Norman and Florence Hammond records. Seawatch and coastal survey records","1968-12-09",54.0752771075863,-3.14637611004637,"","Occurrence",,"12:00:00","2013-08-01 15:29:47",,,,,,,,
259094135,483005,"Orcinus orca","","Orcinus orca","(Linnaeus, 1758)",3051,"WDC Shorewatch Sightings","2012-10-09",58.5972005130406,-3.51859044045776,"","observation",,"12:00:00","2014-04-16 16:11:59",,,,,,,,
259094254,483005,"Orcinus orca","","Orcinus orca","(Linnaeus, 1758)",3051,"WDC Shorewatch Sightings","2012-10-22",58.5972005130406,-3.51859044045776,"","observation",,"12:00:00","2014-04-16 16:11:59",,,,,,,,
259094722,483005,"Orcinus orca","","Orcinus orca","(Linnaeus, 1758)",3051,"WDC Shorewatch Sightings","2012-10-22",58.2606944357769,-6.13892505681773,"","observation",,"12:00:00","2014-04-16 16:11:59",,,,,,,,
259094779,483005,"Orcinus orca","","Orcinus orca","(Linnaeus, 1758)",3051,"WDC Shorewatch Sightings","2012-10-31",58.5972005130406,-3.51859044045776,"","observation",,"12:00:00","2014-04-16 16:11:59",,,,,,,,
259095050,483005,"Orcinus orca","","Orcinus orca","(Linnaeus, 1758)",3051,"WDC Shorewatch Sightings","2012-10-22",58.2606944357769,-6.13892505681773,"","observation",,"12:00:00","2014-04-16 16:11:59",,,,,,,,
