"phylum","class","order","family","genus","species","id","resource_id","latitude","longitude","datecollected","year"
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Bolivina","Bolivina dilatata",258614705,2584,28.98,50.11,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Bolivina","Bolivina dilatata",258614706,2584,29.243,50.433,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Bolivina","Bolivina dilatata",258614707,2584,29.093,50.47,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Bolivina","Bolivina dilatata",258614708,2584,29,50.24,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Bolivina","Bolivina dilatata",258614709,2584,29.241,50.203,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Bolivina","Bolivina dilatata",258614710,2584,29.311,50.223,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Bolivina","Bolivina dilatata",258614711,2584,29.218,49.891,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Bolivina","Bolivina dilatata",258614712,2584,26.3,54.9,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Bolivina","Bolivina dilatata",258614713,2584,29.361,49.791,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Bolivina","Bolivina dilatata",258614715,2584,29.5,49.906,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Bolivina","Bolivina dilatata",258614716,2584,29,50.11,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Bolivina","Bolivina dilatata",258614717,2584,28.55,50.513,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Bolivina","Bolivina dilatata",258614718,2584,28.545,50.9,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Bolivina","Bolivina dilatata",258614719,2584,28.3,51.19,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Bolivina","Bolivina dilatata",258614720,2584,28.113,51.008,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Bolivina","Bolivina dilatata",258614851,2584,26.3167,56.9167,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Bolivina","Bolivina dilatata",258614852,2584,26.33,54.48,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Bolivina","Bolivina dilatata",258614853,2584,27.5,51.366,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Bolivina","Bolivina dilatata",258614854,2584,27.516,52.093,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Bolivina","Bolivina dilatata",258614855,2584,26.691,52.191,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Bolivina","Bolivina dilatata",258614856,2584,26.725,52.263,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Bolivina","Bolivina dilatata",258614857,2584,27.073,52.588,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Bolivina","Bolivina dilatata",258614858,2584,27.225,52.75,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Bolivina","Bolivina dilatata",258614859,2584,26.736,52.513,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Bolivina","Bolivina dilatata",258614860,2584,26.315,52.836,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Bolivina","Bolivina dilatata",258614861,2584,26.2,53.67,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Bolivina","Bolivina dilatata",258614862,2584,26.38,53.858,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Bolivina","Bolivina dilatata",258614863,2584,26.2,55.3,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Bolivina","Bolivina dilatata",258614865,2584,26.87,56.42,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Bolivina","Bolivina dilatata",258614866,2584,26.9,56.8,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Bolivina","Bolivina dilatata",258614869,2584,26.421,54.16,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Bolivina","Bolivina dilatata",258614870,2584,26.616,53.941,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Bolivina","Bolivina dilatata",258614871,2584,26.4,53.47,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Bolivina","Bolivina dilatata",258614873,2584,26.1,53.17,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Bolivina","Bolivina dilatata",258614874,2584,26.58,53.093,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Bolivina","Bolivina dilatata",258614875,2584,27.4,52.54,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Bolivina","Bolivina dilatata",258614876,2584,27.333,52.308,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Bolivina","Bolivina dilatata",258614878,2584,27.166,51.091,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Bolivina","Bolivina dilatata",258614879,2584,27.69,50.88,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Bolivina","Bolivina dilatata",258614880,2584,29.416,50.316,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Bolivina","Bolivina dilatata",258614881,2584,26.7,56,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Bolivina","Bolivina dilatata",258614882,2584,29.29,50.45,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Bolivina","Bolivina dilatata",258614883,2584,26.57,55.725,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Bolivina","Bolivina dilatata",258617337,2584,29.05,50.35,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Bolivina","Bolivina dilatata",258617336,2584,29.093,50.47,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Bolivina","Bolivina dilatata",258617335,2584,29.496,50.361,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Bolivina","Bolivina dilatata",258617325,2584,28.27,50.6,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Bolivina","Bolivina dilatata",258617324,2584,28.061,50.888,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Bolivina","Bolivina dilatata",258617323,2584,28.096,51,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Bolivina","Bolivina dilatata",258617322,2584,26.906,56.808,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Bolivina","Bolivina dilatata",258617321,2584,26.87,56.42,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Bolivina","Bolivina dilatata",258617320,2584,26.87,56.42,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Bolivina","Bolivina dilatata",258617319,2584,26.725,52.263,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Bolivina","Bolivina dilatata",258617318,2584,26.691,52.191,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Loxostomina","Loxostomina limbata",258614606,2584,27.378,51.283,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Loxostomina","Loxostomina limbata",258614605,2584,26.33,54.48,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Loxostomina","Loxostomina limbata",258617306,2584,29.42,50.25,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Loxostomina","Loxostomina limbata",258617305,2584,29.416,50.316,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Loxostomina","Loxostomina limbata",258617304,2584,28.366,50.666,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Loxostomina","Loxostomina limbata",258617303,2584,28.27,50.6,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Loxostomina","Loxostomina limbata",258617302,2584,28.023,50.783,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Loxostomina","Loxostomina limbata",258617301,2584,26.1,54,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Loxostomina","Loxostomina limbata",258617299,2584,26.38,53.858,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Loxostomina","Loxostomina limbata",258617310,2584,29.361,49.791,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Loxostomina","Loxostomina limbata",258617309,2584,26.3,54.9,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Loxostomina","Loxostomina limbata",258617308,2584,29.218,49.891,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Loxostomina","Loxostomina limbata",258617307,2584,29.433,50.216,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Loxostomina","Loxostomina limbata",258614666,2584,26.3,54.9,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Loxostomina","Loxostomina limbata",258614665,2584,28.55,50.513,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Loxostomina","Loxostomina limbata",258614664,2584,28.3,51.07,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Loxostomina","Loxostomina limbata",258614663,2584,29,50.11,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Loxostomina","Loxostomina limbata",258614662,2584,29.026,50.121,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Loxostomina","Loxostomina limbata",258614661,2584,29.505,49.71,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Loxostomina","Loxostomina limbata",258614660,2584,29.361,49.791,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Loxostomina","Loxostomina limbata",258614659,2584,26.3,54.9,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Loxostomina","Loxostomina limbata",258616776,2584,28.113,51.008,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Loxostomina","Loxostomina limbata",258616775,2584,26.3,54.9,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Loxostomina","Loxostomina limbata",258616774,2584,28.308,51,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Loxostomina","Loxostomina limbata",258616773,2584,28.55,50.513,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Loxostomina","Loxostomina limbata",258616772,2584,28.3,51.07,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Loxostomina","Loxostomina limbata",258616771,2584,29,50.11,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Loxostomina","Loxostomina limbata",258616770,2584,29.026,50.121,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Loxostomina","Loxostomina limbata",258616769,2584,29.5,49.906,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Loxostomina","Loxostomina limbata",258616768,2584,29.505,49.71,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Loxostomina","Loxostomina limbata",258616764,2584,29.231,50.05,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Loxostomina","Loxostomina limbata",258616763,2584,29.311,50.223,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Loxostomina","Loxostomina limbata",258616762,2584,29.308,50.273,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Loxostomina","Loxostomina limbata",258616761,2584,29.241,50.203,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Loxostomina","Loxostomina limbata",258616760,2584,29,50.24,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Loxostomina","Loxostomina limbata",258616759,2584,29.05,50.35,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Loxostomina","Loxostomina limbata",258616758,2584,29.093,50.47,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Loxostomina","Loxostomina limbata",258616757,2584,29.5,50.3,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Loxostomina","Loxostomina limbata",258616756,2584,29.29,50.45,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Loxostomina","Loxostomina limbata",258616751,2584,29.243,50.433,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Loxostomina","Loxostomina limbata",258616750,2584,29.15,50.32,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Loxostomina","Loxostomina limbata",258616749,2584,29.15,50.21,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Loxostomina","Loxostomina limbata",258616748,2584,28.98,50.11,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Loxostomina","Loxostomina limbata",258616747,2584,28.3,51.07,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Loxostomina","Loxostomina limbata",258616746,2584,28.686,50.29,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Loxostomina","Loxostomina limbata",258616745,2584,28.728,50.416,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Loxostomina","Loxostomina limbata",258616744,2584,28.81,50.625,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Loxostomina","Loxostomina limbata",258616743,2584,28.46,50.77,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Loxostomina","Loxostomina limbata",258616738,2584,28.096,51,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Loxostomina","Loxostomina limbata",258616737,2584,27.85,51,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Loxostomina","Loxostomina limbata",258616736,2584,27.166,51.091,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Loxostomina","Loxostomina limbata",258616735,2584,27.026,51.571,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Loxostomina","Loxostomina limbata",258616734,2584,27.333,52.308,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Loxostomina","Loxostomina limbata",258616733,2584,26.71,53.09,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Loxostomina","Loxostomina limbata",258616732,2584,26.58,53.093,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Loxostomina","Loxostomina limbata",258616731,2584,26.421,54.16,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Loxostomina","Loxostomina limbata",258616726,2584,26.2,53.67,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Loxostomina","Loxostomina limbata",258616725,2584,26,53.5,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Loxostomina","Loxostomina limbata",258616724,2584,26.378,53.065,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Loxostomina","Loxostomina limbata",258616723,2584,26.315,52.836,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Loxostomina","Loxostomina limbata",258616722,2584,26.736,52.513,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Loxostomina","Loxostomina limbata",258616721,2584,26.33,54.48,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Loxostomina","Loxostomina limbata",258614657,2584,29.218,49.891,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Loxostomina","Loxostomina limbata",258614656,2584,29.231,50.05,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Loxostomina","Loxostomina limbata",258614655,2584,29.311,50.223,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Loxostomina","Loxostomina limbata",258614654,2584,29.241,50.203,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Loxostomina","Loxostomina limbata",258614653,2584,29,50.24,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Loxostomina","Loxostomina limbata",258614652,2584,29.05,50.35,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Loxostomina","Loxostomina limbata",258614651,2584,29.15,50.56,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Loxostomina","Loxostomina limbata",258614650,2584,29.5,50.3,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Loxostomina","Loxostomina limbata",258614649,2584,29.29,50.45,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Loxostomina","Loxostomina limbata",258614648,2584,29.433,50.216,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Loxostomina","Loxostomina limbata",258614647,2584,29.15,50.32,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Loxostomina","Loxostomina limbata",258614645,2584,29.15,50.21,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Loxostomina","Loxostomina limbata",258614644,2584,28.98,50.11,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Loxostomina","Loxostomina limbata",258614643,2584,28.3,51.07,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Loxostomina","Loxostomina limbata",258614642,2584,28.686,50.29,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Loxostomina","Loxostomina limbata",258614641,2584,28.728,50.416,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Loxostomina","Loxostomina limbata",258614640,2584,28.81,50.625,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Loxostomina","Loxostomina limbata",258614639,2584,28.561,50.883,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Loxostomina","Loxostomina limbata",258614638,2584,28.366,50.666,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Loxostomina","Loxostomina limbata",258614637,2584,28.27,50.6,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Loxostomina","Loxostomina limbata",258614636,2584,28.096,51,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Loxostomina","Loxostomina limbata",258614635,2584,27.69,50.88,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Loxostomina","Loxostomina limbata",258614633,2584,27.266,51.183,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Loxostomina","Loxostomina limbata",258614632,2584,27.166,51.091,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Loxostomina","Loxostomina limbata",258614630,2584,27.216,52.166,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Loxostomina","Loxostomina limbata",258614629,2584,27.333,52.308,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Loxostomina","Loxostomina limbata",258614628,2584,27.44,52.44,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Loxostomina","Loxostomina limbata",258614627,2584,27.4,52.53,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Loxostomina","Loxostomina limbata",258614626,2584,26.71,53.09,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Loxostomina","Loxostomina limbata",258614624,2584,26.9,56.8,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Loxostomina","Loxostomina limbata",258614623,2584,26.87,56.42,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Loxostomina","Loxostomina limbata",258614621,2584,26.1,54,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Loxostomina","Loxostomina limbata",258614619,2584,26.2,55.3,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Loxostomina","Loxostomina limbata",258614617,2584,26.38,53.858,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Loxostomina","Loxostomina limbata",258614616,2584,26.2,53.67,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Loxostomina","Loxostomina limbata",258614615,2584,26,53.5,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Loxostomina","Loxostomina limbata",258614614,2584,26.378,53.065,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Loxostomina","Loxostomina limbata",258614613,2584,26.315,52.836,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Loxostomina","Loxostomina limbata",258614612,2584,26.736,52.513,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Loxostomina","Loxostomina limbata",258614611,2584,27.073,52.588,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Loxostomina","Loxostomina limbata",258614609,2584,26.925,52.455,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Loxostomina","Loxostomina limbata",258614608,2584,27.633,52.295,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Loxostomina","Loxostomina limbata",258614607,2584,27.316,51.841,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Bolivina","Bolivina pacifica",258617064,2584,28.153,50.658,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Bolivina","Bolivina pacifica",258617065,2584,28.27,50.6,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Bolivina","Bolivina pacifica",258617066,2584,28.366,50.666,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Bolivina","Bolivina pacifica",258617067,2584,28.46,50.77,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Bolivina","Bolivina pacifica",258617068,2584,28.81,50.625,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Bolivina","Bolivina pacifica",258617069,2584,28.728,50.416,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Bolivina","Bolivina pacifica",258614948,2584,25.6,57,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Bolivina","Bolivina pacifica",258614949,2584,28.153,50.658,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Bolivina","Bolivina pacifica",258614950,2584,28.27,50.6,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Bolivina","Bolivina pacifica",258614951,2584,28.366,50.666,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Bolivina","Bolivina pacifica",258614952,2584,28.728,50.416,"1965-01-01 12:00:00+01",1965
"Foraminifera","Globothalamea","Rotaliida","Bolivinitidae","Bolivina","Bolivina pacifica",258614953,2584,28.686,50.29,"1965-01-01 12:00:00+01",1965
